millis,display_altitude_ft,raw_altitude_ft,vario_mps,temp_f,humidity_pct,gps_fix,latitude,longitude,gps_altitude_m,gps_speed_kmph,gps_sats_used,gps_sats_seen,gps_hdop,battery_voltage,battery_percent
3495053,2.05,-214.47,0.00,75.9,35.6,1,26.806833,-80.273808,11.40,0.06,12,2,0.71,,
3500072,2.07,-214.44,0.00,75.8,35.7,1,26.806832,-80.273810,11.80,0.43,12,2,0.73,,
3505108,2.04,-214.44,0.00,75.8,35.6,1,26.806830,-80.273813,11.90,0.24,12,2,0.81,,
3510143,2.04,-214.47,-0.01,75.8,35.5,1,26.806829,-80.273817,11.30,0.54,12,8,0.61,,
3515179,2.06,-214.41,0.01,75.9,35.6,1,26.806824,-80.273822,10.20,0.06,12,2,0.58,,
3520203,2.05,-214.47,-0.00,75.8,35.6,1,26.806827,-80.273819,10.10,0.20,12,2,0.64,,
3525233,2.06,-214.41,0.02,75.9,35.6,1,26.806825,-80.273818,9.90,0.04,12,2,0.62,,
3530233,2.08,-214.42,-0.00,75.8,35.6,1,26.806822,-80.273819,9.30,0.54,12,2,0.60,,
3535257,2.14,-214.37,-0.00,75.8,35.6,1,26.806820,-80.273820,9.00,0.17,12,2,0.59,,
3540299,2.21,-214.29,0.01,75.8,35.6,1,26.806819,-80.273820,9.00,0.41,12,2,0.55,,
3545324,2.25,-214.23,0.01,75.8,35.6,1,26.806818,-80.273819,9.00,0.19,12,12,0.63,,
3550357,2.32,-214.18,0.00,75.8,35.5,1,26.806817,-80.273821,9.10,0.04,12,2,0.62,,
3555377,2.31,-214.21,-0.01,75.8,35.6,1,26.806815,-80.273823,9.10,0.09,12,2,0.62,,
3560413,2.34,-214.18,-0.00,75.8,35.6,1,26.806812,-80.273822,9.20,0.28,12,12,0.56,,
3565450,2.32,-214.17,0.01,75.7,35.6,1,26.806814,-80.273825,9.30,0.31,12,1,0.59,,
3570481,2.34,-214.15,0.00,75.7,35.6,1,26.806816,-80.273828,9.00,0.11,12,1,0.56,,
3575500,2.40,-214.10,-0.00,75.8,35.6,1,26.806817,-80.273830,8.40,0.07,12,1,0.57,,
3580517,2.42,-214.04,0.01,75.8,35.6,1,26.806816,-80.273829,7.80,0.09,12,12,0.58,,
3585560,2.47,-214.03,-0.00,75.7,35.6,1,26.806815,-80.273828,7.30,0.19,12,1,0.65,,
3590563,2.51,-213.98,0.01,75.8,35.6,1,26.806815,-80.273825,6.90,0.00,12,8,0.56,,
3595564,2.50,-214.03,-0.01,75.8,35.6,1,26.806816,-80.273823,7.00,0.17,12,1,0.57,,
3600597,2.51,-213.97,0.02,75.8,35.6,1,26.806816,-80.273826,7.40,0.20,12,1,0.63,,
3605623,2.49,-214.03,-0.01,75.7,35.6,1,26.806816,-80.273825,7.10,0.07,12,1,0.59,,
3610626,2.52,-213.94,0.01,75.8,35.6,1,26.806815,-80.273825,6.60,0.22,12,1,0.61,,
3615626,2.54,-214.02,-0.01,75.7,35.7,1,26.806814,-80.273821,5.10,0.19,12,1,0.63,,
3620626,2.54,-213.98,-0.01,75.7,35.6,1,26.806813,-80.273825,4.50,0.20,12,12,0.58,,
3625644,2.60,-213.87,0.02,75.7,35.6,1,26.806811,-80.273829,4.40,0.17,12,2,0.63,,
3630664,2.60,-213.90,-0.00,75.7,35.6,1,26.806809,-80.273834,4.30,0.15,12,1,0.63,,
3635691,2.64,-213.86,0.01,75.7,35.6,1,26.806808,-80.273836,4.20,0.11,12,1,0.63,,
3640716,2.65,-213.89,-0.02,75.7,35.6,1,26.806808,-80.273838,4.10,0.17,12,12,0.60,,
3645751,2.70,-213.78,0.01,75.7,35.5,1,26.806808,-80.273837,4.10,0.13,12,1,0.58,,
3650751,2.70,-213.81,-0.00,75.7,35.6,1,26.806808,-80.273838,4.10,0.06,12,1,0.63,,
3655792,2.73,-213.80,0.00,75.7,35.7,1,26.806808,-80.273838,4.30,0.00,12,8,0.61,,
3660826,2.80,-213.72,-0.00,75.7,35.6,1,26.806809,-80.273840,4.20,0.46,12,1,0.65,,
3665859,2.85,-213.67,0.00,75.7,35.6,1,26.806809,-80.273839,4.00,0.19,12,1,0.62,,
3670887,2.90,-213.63,-0.01,75.7,35.6,1,26.806811,-80.273838,4.10,0.11,12,2,0.68,,
3675927,2.96,-213.56,-0.00,75.7,35.6,1,26.806811,-80.273838,4.30,0.11,12,2,0.59,,
3680952,3.02,-213.49,-0.00,75.7,35.6,1,26.806810,-80.273837,4.20,0.28,12,2,0.60,,
3685985,3.07,-213.43,0.00,75.7,35.7,1,26.806808,-80.273837,3.90,0.02,12,2,0.62,,
3691023,3.09,-213.46,-0.01,75.7,35.7,1,26.806809,-80.273840,4.10,0.19,12,2,0.64,,
3696066,3.14,-213.37,-0.00,75.7,35.6,1,26.806810,-80.273841,3.80,0.15,12,2,0.59,,
3701097,3.18,-213.30,0.02,75.7,35.6,1,26.806811,-80.273841,3.50,0.24,12,10,0.62,,
3706137,3.25,-213.19,0.02,75.6,35.6,1,26.806811,-80.273841,3.10,0.19,12,2,0.58,,
3711141,3.27,-213.26,-0.01,75.7,35.6,1,26.806810,-80.273841,2.40,0.17,12,11,0.60,,
3716164,3.33,-213.16,0.01,75.6,35.5,1,26.806811,-80.273842,2.60,0.20,12,2,0.66,,
3721183,3.35,-213.13,0.01,75.7,35.6,1,26.806811,-80.273841,2.70,0.19,12,2,0.54,,
3726215,3.40,-213.09,0.01,75.7,35.6,1,26.806810,-80.273844,2.80,0.39,12,2,0.57,,
3731236,3.41,-213.10,-0.00,75.7,35.6,1,26.806805,-80.273845,2.60,0.33,12,2,0.59,,
3736278,3.44,-213.03,0.00,75.8,35.5,1,26.806804,-80.273848,3.10,0.15,12,2,0.58,,
3741313,3.50,-213.00,0.01,75.8,35.5,1,26.806804,-80.273850,3.80,0.26,12,2,0.57,,
3746348,3.52,-212.98,0.00,75.7,35.5,1,26.806803,-80.273854,4.40,0.30,12,2,0.57,,
3751392,3.58,-212.92,0.00,75.7,35.5,1,26.806802,-80.273858,4.80,0.19,12,11,0.56,,
3756424,3.62,-212.91,0.00,75.7,35.5,1,26.806802,-80.273860,5.10,0.37,12,8,0.56,,
3761443,3.64,-212.85,0.01,75.7,35.5,1,26.806804,-80.273858,5.40,0.44,12,2,0.58,,
3766474,3.69,-212.82,0.01,75.7,35.5,1,26.806804,-80.273857,5.30,0.28,12,4,0.58,,
3771474,3.73,-212.78,0.00,75.7,35.5,1,26.806800,-80.273865,5.10,0.06,12,3,0.62,,
3776496,3.77,-212.74,-0.00,75.7,35.5,1,26.806794,-80.273874,5.20,0.30,12,11,0.57,,
3781529,3.80,-212.70,0.01,75.7,35.6,1,26.806794,-80.273879,5.90,0.17,12,3,0.62,,
3786564,3.79,-212.71,-0.00,75.7,35.6,1,26.806797,-80.273885,7.10,0.19,12,3,0.66,,
3791584,3.83,-212.66,0.00,75.7,35.6,1,26.806801,-80.273889,8.70,0.20,12,3,0.68,,
3796596,3.88,-212.67,-0.01,75.7,35.6,1,26.806809,-80.273886,10.00,0.24,12,3,0.62,,
3801632,3.93,-212.57,0.01,75.7,35.5,1,26.806809,-80.273883,9.90,0.17,12,3,0.63,,
3806662,3.95,-212.53,0.01,75.7,35.6,1,26.806814,-80.273882,10.90,0.13,12,3,0.67,,
3811692,3.94,-212.59,-0.02,75.7,35.4,1,26.806818,-80.273877,10.60,0.24,12,3,0.65,,
3816708,3.98,-212.53,0.01,75.7,35.5,1,26.806821,-80.273873,11.00,0.28,12,11,0.63,,
3821741,3.94,-212.55,0.00,75.7,35.5,1,26.806820,-80.273867,11.30,0.19,12,8,0.60,,
3826761,3.98,-212.51,0.01,75.7,35.5,1,26.806821,-80.273866,11.80,0.02,12,1,0.68,,
3831761,4.01,-212.49,-0.00,75.7,35.5,1,26.806825,-80.273866,12.40,0.24,12,1,0.62,,
3836783,4.05,-212.44,0.01,75.7,35.5,1,26.806827,-80.273864,12.20,0.26,12,1,0.59,,
3841822,4.04,-212.46,-0.01,75.7,35.5,1,26.806829,-80.273864,12.10,0.19,12,1,0.71,,
3846829,4.07,-212.46,-0.00,75.7,35.5,1,26.806827,-80.273859,11.30,0.15,12,1,0.63,,
3851867,4.10,-212.42,-0.00,75.7,35.6,1,26.806828,-80.273858,11.40,0.06,12,1,0.69,,
3856909,4.09,-212.42,-0.01,75.7,35.5,1,26.806821,-80.273857,10.90,0.17,12,1,0.76,,
3861942,4.14,-212.36,0.01,75.7,35.5,1,26.806818,-80.273856,11.10,0.00,12,1,0.67,,
3866976,4.12,-212.37,0.01,75.8,35.6,1,26.806819,-80.273850,10.70,0.19,12,3,0.72,,
3871996,4.10,-212.41,0.00,75.7,35.5,1,26.806818,-80.273844,10.50,0.13,12,3,0.61,,
3877021,4.08,-212.43,-0.00,75.7,35.6,1,26.806820,-80.273844,11.30,0.00,12,1,0.59,,
3882044,4.08,-212.41,0.00,75.8,35.6,1,26.806822,-80.273835,11.20,0.19,12,1,0.56,,
3887079,4.10,-212.39,0.01,75.7,35.7,1,26.806821,-80.273831,11.10,0.24,12,1,0.58,,
3892079,4.07,-212.44,-0.00,75.7,35.7,1,26.806819,-80.273825,10.10,0.15,12,1,0.61,,
3897114,4.08,-212.43,0.01,75.7,35.8,1,26.806820,-80.273821,9.70,0.07,12,3,0.62,,
3902145,4.02,-212.52,-0.02,75.8,35.8,1,26.806820,-80.273820,9.30,0.07,12,3,0.61,,
3907175,4.03,-212.51,-0.01,75.7,35.8,1,26.806820,-80.273817,9.40,0.06,12,3,0.67,,
3912201,4.04,-212.45,0.02,75.7,35.8,1,26.806817,-80.273813,8.40,0.13,12,3,0.61,,
3917224,4.01,-212.49,0.00,75.8,35.9,1,26.806818,-80.273813,8.50,0.33,12,8,0.58,,
3922243,3.99,-212.50,0.00,75.7,36.0,1,26.806821,-80.273815,9.00,0.41,12,3,0.56,,
3927273,3.95,-212.59,-0.02,75.7,35.9,1,26.806822,-80.273814,9.00,0.41,12,3,0.63,,
3932296,3.91,-212.57,0.01,75.8,35.9,1,26.806822,-80.273815,9.40,0.41,12,3,0.70,,
3937315,3.86,-212.62,0.01,75.7,36.0,1,26.806821,-80.273815,9.80,0.19,12,11,0.63,,
3942327,3.81,-212.72,-0.01,75.8,35.9,1,26.806820,-80.273814,10.10,0.30,12,11,0.61,,
3947358,3.75,-212.75,0.00,75.8,36.1,1,26.806822,-80.273813,10.60,0.43,12,2,0.64,,
3952364,3.71,-212.79,-0.00,75.8,36.1,1,26.806820,-80.273807,10.00,0.09,12,2,0.58,,
3957398,3.65,-212.83,0.00,75.8,36.1,1,26.806819,-80.273804,9.60,0.22,12,2,0.69,,
3962427,3.62,-212.88,0.01,75.8,36.2,1,26.806816,-80.273799,9.00,0.11,12,2,0.65,,
3967427,3.56,-212.92,0.01,75.8,36.3,1,26.806818,-80.273805,9.80,0.93,12,11,0.75,,
3972427,3.50,-213.01,-0.01,75.8,36.2,1,26.806818,-80.273814,10.90,0.30,12,8,0.69,,
3977427,3.45,-213.07,-0.00,75.8,36.3,1,26.806819,-80.273823,11.80,0.24,12,8,0.65,,
3982453,3.42,-213.08,0.01,75.8,36.3,1,26.806818,-80.273830,12.60,0.20,12,2,0.69,,
3987497,3.36,-213.13,-0.01,75.9,36.4,1,26.806819,-80.273837,13.50,0.09,12,2,0.65,,
3992520,3.34,-213.15,0.01,75.9,36.4,1,26.806817,-80.273838,13.60,0.20,12,7,0.62,,
3997541,3.29,-213.21,0.01,75.9,36.5,1,26.806813,-80.273829,12.80,0.35,12,7,0.63,,
4002572,3.25,-213.24,0.01,75.9,36.4,1,26.806810,-80.273821,12.10,0.20,12,3,0.66,,
4007599,3.22,-213.28,0.00,75.9,36.5,1,26.806810,-80.273821,11.40,0.24,12,2,0.65,,
4012599,3.17,-213.33,0.00,75.9,36.5,1,26.806810,-80.273817,10.40,0.19,12,11,0.71,,
4017606,3.14,-213.37,0.00,75.8,36.6,1,26.806808,-80.273813,8.70,0.13,12,2,0.72,,
4022647,3.10,-213.40,0.01,75.9,36.6,1,26.806810,-80.273808,7.10,0.24,12,2,0.65,,
4027647,3.04,-213.48,-0.02,75.9,36.6,1,26.806816,-80.273798,5.50,0.50,12,2,0.69,,
4032647,3.00,-213.52,-0.01,75.9,36.7,1,26.806823,-80.273787,3.50,0.15,12,2,0.69,,
4037647,2.98,-213.56,-0.01,75.9,36.8,1,26.806827,-80.273785,2.70,0.44,12,3,0.65,,
4042677,2.95,-213.58,-0.01,75.9,36.8,1,26.806826,-80.273781,2.10,0.13,12,3,0.68,,
4047685,2.91,-213.60,-0.01,75.8,36.8,1,26.806826,-80.273782,2.10,0.37,12,3,0.82,,
4052722,2.90,-213.59,0.01,75.9,36.9,1,26.806825,-80.273783,2.00,0.15,12,8,0.64,,
4057722,2.88,-213.62,0.00,75.9,37.0,1,26.806824,-80.273782,1.10,0.41,12,3,0.89,,
4062724,2.88,-213.62,0.00,75.9,37.0,1,26.806825,-80.273789,1.20,0.11,12,11,0.86,,
4067724,2.85,-213.67,-0.00,76.0,37.0,1,26.806827,-80.273793,1.30,0.17,12,8,0.78,,
4072724,2.86,-213.66,-0.01,76.0,37.0,1,26.806827,-80.273799,2.00,0.19,12,8,0.77,,
4077752,2.85,-213.67,-0.01,75.9,37.0,1,26.806826,-80.273802,2.70,0.15,12,2,0.77,,
4082754,2.86,-213.64,-0.00,75.9,37.1,1,26.806823,-80.273800,2.60,0.15,12,11,0.89,,
4087781,2.82,-213.70,-0.01,76.0,37.1,1,26.806821,-80.273801,3.00,0.17,12,2,0.71,,
4092809,2.83,-213.71,-0.01,76.0,37.2,1,26.806819,-80.273800,3.10,0.06,12,11,0.71,,
4097838,2.82,-213.70,0.00,76.0,37.2,1,26.806819,-80.273801,3.20,0.19,12,2,0.81,,
4102868,2.81,-213.71,-0.00,76.0,37.3,1,26.806820,-80.273794,3.20,0.28,12,2,0.60,,
4107889,2.82,-213.69,-0.00,76.0,37.3,1,26.806820,-80.273786,3.40,0.02,12,11,0.60,,
4112913,2.82,-213.68,0.00,76.0,37.3,1,26.806816,-80.273790,6.30,0.24,12,8,0.69,,
4117928,2.84,-213.67,0.00,76.0,37.3,1,26.806816,-80.273791,7.50,0.31,12,2,0.70,,
4122967,2.84,-213.66,0.01,76.0,37.4,1,26.806818,-80.273790,8.10,0.07,12,1,0.59,,
4128015,2.85,-213.67,0.01,76.1,37.4,1,26.806818,-80.273785,8.10,0.17,12,1,0.61,,
4133018,2.83,-213.67,0.01,76.1,37.4,1,26.806818,-80.273785,7.70,0.26,12,1,0.67,,
4138042,2.83,-213.67,-0.00,76.1,37.4,1,26.806815,-80.273786,7.30,0.09,12,1,0.65,,
4143064,2.80,-213.70,-0.00,76.0,37.5,1,26.806815,-80.273791,6.80,0.15,12,1,0.59,,
4148096,2.79,-213.72,-0.00,76.1,37.6,1,26.806814,-80.273798,6.80,0.39,12,1,0.59,,
4153126,2.77,-213.73,-0.01,76.0,37.6,1,26.806818,-80.273801,6.50,0.15,12,1,0.59,,
4158158,2.79,-213.73,-0.01,76.0,37.6,1,26.806823,-80.273800,6.80,0.37,12,2,0.64,,
4163188,2.81,-213.69,0.01,76.1,37.6,1,26.806824,-80.273803,7.00,0.17,12,11,0.56,,
4168205,2.79,-213.72,-0.00,76.1,37.6,1,26.806825,-80.273804,7.50,0.44,12,11,0.64,,
4173233,2.83,-213.69,-0.00,76.1,37.8,1,26.806823,-80.273801,8.50,0.13,12,1,0.64,,
4178272,2.82,-213.68,0.00,76.1,37.7,1,26.806821,-80.273799,9.50,0.54,12,1,0.65,,
4183286,2.83,-213.64,0.02,76.1,37.8,1,26.806818,-80.273800,9.70,0.35,12,2,0.65,,
4188290,2.80,-213.71,-0.01,76.1,37.8,1,26.806811,-80.273809,10.10,0.19,12,2,0.64,,
4193328,2.82,-213.69,-0.00,76.1,37.8,1,26.806809,-80.273809,9.30,0.07,12,2,0.72,,
4198366,2.83,-213.69,0.00,76.1,37.8,1,26.806806,-80.273811,8.60,1.13,12,1,0.76,,
4203405,2.87,-213.64,0.00,76.2,37.9,1,26.806802,-80.273812,8.70,0.26,12,1,0.71,,
4208425,2.91,-213.60,-0.00,76.1,37.9,1,26.806792,-80.273817,9.10,0.02,12,1,0.65,,
4213455,2.92,-213.57,0.01,76.2,37.9,1,26.806793,-80.273814,9.90,0.20,12,1,0.74,,
4218486,2.93,-213.55,0.00,76.1,37.9,1,26.806792,-80.273806,10.80,0.28,12,1,0.63,,
4223531,2.93,-213.57,-0.01,76.2,38.0,1,26.806793,-80.273803,11.50,0.11,12,1,0.58,,
4228565,2.93,-213.59,-0.00,76.2,38.1,1,26.806790,-80.273805,11.30,0.22,12,1,0.60,,
4233598,2.93,-213.58,-0.00,76.1,38.1,1,26.806790,-80.273801,10.60,0.11,12,11,0.59,,
4238633,2.96,-213.55,0.01,76.2,38.1,1,26.806790,-80.273801,9.80,0.28,12,1,0.63,,
4243660,2.92,-213.60,-0.00,76.2,38.1,1,26.806795,-80.273803,8.90,0.81,12,1,0.67,,
4248660,2.92,-213.59,-0.01,76.2,38.2,1,26.806796,-80.273808,9.50,0.33,12,1,0.60,,
4253661,2.92,-213.58,0.00,76.3,38.3,1,26.806798,-80.273809,10.10,0.17,12,1,0.58,,
4258692,2.90,-213.61,-0.00,76.2,38.3,1,26.806798,-80.273812,9.50,0.19,12,11,0.58,,
4263715,2.90,-213.59,0.00,76.2,38.3,1,26.806799,-80.273814,8.70,0.33,12,8,0.64,,
4268735,2.91,-213.60,-0.01,76.2,38.3,1,26.806801,-80.273816,8.40,0.11,12,1,0.63,,
4273740,2.91,-213.62,-0.01,76.2,38.3,1,26.806808,-80.273814,7.40,0.30,12,1,0.66,,
4278764,2.92,-213.60,-0.00,76.2,38.4,1,26.806812,-80.273817,7.40,0.26,12,1,0.59,,
4283781,2.93,-213.56,0.01,76.2,38.5,1,26.806812,-80.273818,7.10,0.17,12,1,0.58,,
4288809,2.89,-213.64,-0.01,76.2,38.4,1,26.806811,-80.273820,7.10,0.41,12,1,0.62,,
4293853,2.92,-213.59,0.01,76.2,38.5,1,26.806811,-80.273820,7.10,0.15,12,1,0.62,,
4298872,2.86,-213.65,0.01,76.2,38.5,1,26.806811,-80.273815,7.00,0.07,12,1,0.58,,
4303887,2.88,-213.62,0.01,76.2,38.5,1,26.806809,-80.273818,6.40,0.52,12,11,0.58,,
4308888,2.86,-213.66,-0.01,76.3,38.5,1,26.806808,-80.273820,6.20,0.13,12,11,0.64,,
4313913,2.87,-213.65,0.00,76.2,38.6,1,26.806810,-80.273819,6.20,0.11,12,8,0.65,,
4318919,2.84,-213.65,0.00,76.3,38.6,1,26.806810,-80.273820,6.40,0.07,12,1,0.56,,
4323920,2.79,-213.73,-0.00,76.2,38.7,1,26.806811,-80.273816,6.30,0.56,12,1,0.56,,
4328935,2.78,-213.72,-0.00,76.3,38.7,1,26.806812,-80.273814,6.60,0.09,12,1,0.57,,
4333959,2.72,-213.79,-0.01,76.2,38.7,1,26.806811,-80.273816,6.90,0.15,12,1,0.66,,
4338996,2.69,-213.81,-0.00,76.2,38.8,1,26.806813,-80.273811,6.60,0.24,12,1,0.65,,
4344011,2.69,-213.83,0.00,76.2,38.8,1,26.806813,-80.273810,6.40,0.09,12,8,0.65,,
4349012,2.68,-213.83,-0.00,76.3,38.8,1,26.806812,-80.273812,6.30,0.02,12,3,0.60,,
4354018,2.66,-213.85,-0.00,76.2,38.8,1,26.806808,-80.273819,7.00,0.22,12,2,0.60,,
4359018,2.66,-213.85,-0.00,76.3,38.8,1,26.806810,-80.273813,7.00,0.06,12,10,0.59,,
4364048,2.63,-213.87,-0.00,76.3,38.9,1,26.806804,-80.273820,6.80,0.04,12,2,0.59,,
4369050,2.64,-213.87,0.00,76.3,38.9,1,26.806803,-80.273820,6.80,0.06,12,2,0.61,,
4374072,2.63,-213.85,0.01,76.4,39.0,1,26.806802,-80.273819,6.40,0.19,12,2,0.62,,
4379108,2.62,-213.87,0.00,76.4,39.0,1,26.806802,-80.273816,5.70,0.09,12,2,0.64,,
4384142,2.59,-213.91,0.00,76.4,39.0,1,26.806803,-80.273816,5.70,0.09,12,2,0.65,,
4389169,2.57,-213.93,-0.00,76.3,39.0,1,26.806804,-80.273814,5.80,0.06,12,2,0.60,,
4394192,2.56,-213.96,-0.00,76.4,39.0,1,26.806805,-80.273817,7.00,0.43,12,2,0.57,,
4399224,2.51,-214.03,-0.01,76.4,39.1,1,26.806807,-80.273816,7.50,0.04,12,3,0.62,,
4404264,2.49,-214.03,-0.01,76.3,39.1,1,26.806809,-80.273814,7.90,0.22,12,3,0.63,,
4409264,2.44,-214.06,-0.01,76.3,39.1,1,26.806810,-80.273815,8.70,0.15,12,2,0.65,,
4414265,2.39,-214.12,0.00,76.4,39.1,1,26.806813,-80.273809,8.90,0.24,12,3,0.66,,
4419285,2.33,-214.16,-0.00,76.4,39.2,1,26.806818,-80.273803,10.40,0.28,12,9,0.84,,
4424306,2.29,-214.24,-0.01,76.4,39.2,1,26.806821,-80.273791,9.30,0.20,12,8,0.64,,
4429316,2.25,-214.27,-0.01,76.4,39.2,1,26.806821,-80.273776,5.40,0.19,12,2,0.65,,
4434356,2.19,-214.32,-0.01,76.4,39.2,1,26.806821,-80.273771,3.50,0.13,12,1,0.64,,
4439395,2.20,-214.31,-0.00,76.4,39.2,1,26.806821,-80.273767,3.10,0.11,12,2,0.64,,
4444399,2.17,-214.34,-0.01,76.4,39.3,1,26.806820,-80.273769,3.20,0.17,12,1,0.61,,
4449400,2.17,-214.33,0.00,76.4,39.3,1,26.806822,-80.273769,4.90,0.22,12,10,0.62,,
4454402,2.13,-214.37,-0.00,76.4,39.3,1,26.806824,-80.273769,6.60,0.19,12,2,0.61,,
4459440,2.12,-214.38,0.00,76.4,39.3,1,26.806825,-80.273770,7.40,0.20,12,3,0.61,,
4464463,2.07,-214.43,0.00,76.5,39.4,1,26.806825,-80.273765,7.40,0.15,12,3,0.60,,
4469463,2.02,-214.47,0.01,76.4,39.4,1,26.806824,-80.273758,6.80,0.24,12,2,0.63,,
4474463,1.99,-214.51,0.01,76.4,39.3,1,26.806824,-80.273753,6.50,0.15,12,2,0.66,,
4479481,1.94,-214.57,-0.01,76.4,39.5,1,26.806824,-80.273753,6.80,0.11,12,10,0.63,,
4484515,1.91,-214.57,-0.00,76.4,39.4,1,26.806823,-80.273757,7.20,0.15,12,8,0.64,,
4489542,1.92,-214.58,0.00,76.4,39.5,1,26.806823,-80.273762,7.80,0.06,12,1,0.64,,
4494543,1.89,-214.62,0.00,76.5,39.5,1,26.806821,-80.273773,8.20,0.31,12,8,0.59,,
4499570,1.87,-214.63,-0.00,76.5,39.5,1,26.806822,-80.273779,8.90,0.20,12,11,0.62,,
4504570,1.89,-214.64,-0.01,76.4,39.5,1,26.806821,-80.273777,8.60,0.17,12,1,0.62,,
4509571,1.89,-214.62,0.00,76.5,39.5,1,26.806822,-80.273774,8.70,0.13,12,2,0.61,,
4514574,1.89,-214.59,0.01,76.4,39.6,1,26.806822,-80.273773,8.50,0.11,12,2,0.60,,
4519585,1.85,-214.64,0.00,76.5,39.6,1,26.806820,-80.273773,8.40,0.28,12,1,0.64,,
4524624,1.79,-214.76,-0.01,76.4,39.6,1,26.806819,-80.273774,8.00,0.17,12,1,0.62,,
4529663,1.78,-214.72,-0.00,76.5,39.7,1,26.806818,-80.273777,7.90,0.06,12,1,0.66,,
4534694,1.73,-214.77,-0.00,76.5,39.7,1,26.806816,-80.273782,7.30,0.30,12,11,0.66,,
4539733,1.70,-214.80,-0.00,76.5,39.7,1,26.806815,-80.273785,6.70,0.26,12,11,0.65,,
4544733,1.67,-214.84,0.00,76.4,39.7,1,26.806816,-80.273783,5.90,0.04,12,1,0.64,,
4549741,1.62,-214.90,-0.01,76.4,39.7,1,26.806814,-80.273785,4.70,0.07,12,8,0.64,,
4554744,1.62,-214.90,-0.01,76.4,39.7,1,26.806813,-80.273788,4.10,0.33,12,1,0.64,,
4559744,1.61,-214.90,-0.01,76.5,39.8,1,26.806811,-80.273790,3.70,0.06,12,1,0.62,,
4564748,1.63,-214.87,0.00,76.4,39.8,1,26.806814,-80.273790,4.20,0.26,12,3,0.65,,
4569751,1.58,-214.96,-0.02,76.4,39.9,1,26.806814,-80.273790,4.00,0.02,12,8,0.60,,
4574771,1.56,-214.91,0.01,76.4,39.9,1,26.806816,-80.273790,3.70,0.31,12,1,0.67,,
4579786,1.52,-214.99,-0.00,76.4,39.9,1,26.806817,-80.273791,4.00,0.30,12,9,0.63,,
4584805,1.46,-215.05,-0.00,76.4,40.0,1,26.806821,-80.273793,4.20,0.24,12,11,0.58,,
4589840,1.39,-215.12,-0.01,76.5,40.0,1,26.806822,-80.273793,4.30,0.24,12,9,0.61,,
4594840,1.37,-215.12,0.00,76.4,40.0,1,26.806823,-80.273794,4.40,0.31,12,9,0.61,,
4599878,1.35,-215.14,0.01,76.5,40.0,1,26.806824,-80.273797,4.90,0.22,12,9,0.61,,
4604881,1.35,-215.15,-0.00,76.5,40.0,1,26.806824,-80.273797,4.80,0.20,12,9,0.62,,
4609884,1.33,-215.18,-0.00,76.5,40.0,1,26.806823,-80.273795,3.70,0.31,12,11,0.66,,
4614884,1.32,-215.17,0.00,76.5,40.0,1,26.806821,-80.273796,3.00,0.11,12,11,0.68,,
4619924,1.29,-215.23,-0.01,76.5,40.1,1,26.806822,-80.273798,3.30,0.20,12,9,0.65,,
4624924,1.30,-215.19,0.00,76.5,40.2,1,26.806825,-80.273798,4.80,0.28,12,9,0.65,,
4629924,1.29,-215.23,-0.01,76.5,40.2,1,26.806828,-80.273799,5.30,0.33,12,9,0.64,,
4634966,1.26,-215.27,0.00,76.5,40.2,1,26.806828,-80.273803,5.20,0.41,12,9,0.60,,
4639993,1.24,-215.24,0.01,76.5,40.2,1,26.806829,-80.273801,5.40,0.20,12,9,0.60,,
4644993,1.17,-215.36,-0.01,76.5,40.3,1,26.806827,-80.273799,4.80,0.46,12,9,0.62,,
4650021,1.15,-215.36,-0.00,76.5,40.4,1,26.806828,-80.273797,5.00,0.57,12,11,0.59,,
4655053,1.13,-215.36,-0.00,76.5,40.4,1,26.806828,-80.273797,4.90,0.17,12,9,0.58,,
4660095,1.12,-215.35,0.01,76.6,40.4,1,26.806827,-80.273798,4.40,0.22,12,9,0.65,,
4665096,1.12,-215.37,0.00,76.5,40.5,1,26.806829,-80.273798,5.20,0.11,12,9,0.82,,
4670101,1.13,-215.39,-0.00,76.5,40.6,1,26.806828,-80.273803,5.10,0.15,12,9,0.74,,
4675103,1.11,-215.40,-0.01,76.5,40.5,1,26.806827,-80.273808,5.30,0.20,12,9,0.74,,
4680123,1.15,-215.37,-0.00,76.5,40.6,1,26.806829,-80.273812,6.60,0.07,12,9,0.80,,
4685152,1.10,-215.42,-0.01,76.5,40.6,1,26.806828,-80.273818,7.10,0.09,12,2,0.71,,
4690170,1.12,-215.37,0.00,76.5,40.6,1,26.806826,-80.273822,7.10,0.33,12,2,0.71,,
4695194,1.08,-215.42,-0.01,76.5,40.6,1,26.806829,-80.273824,7.20,0.07,12,2,0.71,,
4700237,1.02,-215.49,-0.01,76.6,40.6,1,26.806832,-80.273825,7.60,0.35,12,2,0.69,,
4705282,1.03,-215.48,-0.00,76.5,40.6,1,26.806835,-80.273825,7.90,0.11,12,3,0.62,,
4710324,1.02,-215.46,0.01,76.5,40.7,1,26.806838,-80.273823,8.10,0.24,12,3,0.63,,
4715353,1.00,-215.50,0.01,76.6,40.7,1,26.806838,-80.273820,7.70,0.13,12,3,0.61,,
4720379,0.96,-215.55,-0.01,76.5,40.7,1,26.806837,-80.273817,7.00,0.17,12,1,0.64,,
